"group_type","squadron_number","group_number","subgroup","total","add","add_new","add_maintenance","add_other_units","lost","lost_enemy","lost_accident","lost_maintenance","lost_other_units","total_eom","date"
"Aufklärungsgruppe",1,10,"","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann",1942-11-15
"Aufklärungsgruppe",1,10,"","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann",1942-12-15
"Aufklärungsgruppe",1,10,"","8","0","0","0","0","0","0","0","0","0","8",1943-01-15
"Aufklärungsgruppe",1,10,"","5","1","1","0","0","5","1","1","3","0","1",1943-02-15
"Aufklärungsgruppe",1,10,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",1,10,"","2","3","3","0","0","2","1","0","1","0","3",1943-02-15
"Aufklärungsgruppe",1,10,"","1","0","0","0","0","1","0","1","0","0","0",1943-03-15
"Aufklärungsgruppe",1,10,"","1","6","6","0","0","7","1","1","2","3","0",1943-03-15
"Aufklärungsgruppe",1,10,"","3","0","0","0","0","3","1","1","0","1","0",1943-03-15
"Aufklärungsgruppe",2,10,"","6","2","0","1","1","0","0","0","0","0","8",1942-03-15
"Aufklärungsgruppe",2,10,"","8","3","0","3","0","0","0","0","0","0","11",1942-04-15
"Aufklärungsgruppe",2,10,"","0","2","0","2","0","0","0","0","0","0","2",1942-04-15
"Aufklärungsgruppe",2,10,"","11","1","0","1","0","0","0","0","0","0","12",1942-05-15
"Aufklärungsgruppe",2,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",2,10,"","12","0","0","0","0","12","0","0","0","12","0",1942-06-15
"Aufklärungsgruppe",2,10,"","2","0","0","0","0","2","0","0","0","2","0",1942-06-15
"Aufklärungsgruppe",2,10,"","0","8","8","0","0","0","0","0","0","0","8",1942-06-15
"Aufklärungsgruppe",2,10,"","8","3","0","0","3","3","2","1","0","0","8",1942-07-15
"Aufklärungsgruppe",2,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",2,10,"","7","1","0","1","0","0","0","0","0","0","8",1942-08-15
"Aufklärungsgruppe",2,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",2,10,"","8","0","0","0","0","1","1","0","0","0","7",1942-09-15
"Aufklärungsgruppe",2,10,"","1
        7","0","0","0","0","0","0","0","0","0","8",1942-10-15
"Aufklärungsgruppe",2,10,"","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann",1942-11-15
"Aufklärungsgruppe",2,10,"","0","5","1","0","4","2","1","0","0","1","3",1942-12-15
"Aufklärungsgruppe",2,10,"","3","3","0","0","3","0","0","0","0","0","6",1943-01-15
"Aufklärungsgruppe",2,10,"","6","5","5","0","0","2","1","0","1","0","9",1943-02-15
"Aufklärungsgruppe",2,10,"","0","1","0","0","1","1","0","0","1","0","0",1943-02-15
"Aufklärungsgruppe",2,10,"","9","0","0","0","0","9","2","0","3","4","0",1943-03-15
"Aufklärungsgruppe",2,10,"","0","1","0","0","1","1","0","0","1","0","0",1943-03-15
"Aufklärungsgruppe",2,10,"","0","2","1","0","1","2","0","0","1","1","0",1943-03-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-03-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-03-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-03-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-03-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-04-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-04-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-04-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-04-15
"Aufklärungsgruppe",3,10,"","1","5","0","5","0","0","0","0","0","0","6",1942-05-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-05-15
"Aufklärungsgruppe",3,10,"","1","1","0","0","1","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",3,10,"","0","3","3","0","0","0","0","0","0","0","3",1942-05-15
"Aufklärungsgruppe",3,10,"","6","0","0","0","0","5","0","0","5","0","1",1942-06-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","1","1","0","0","0","1",1942-06-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-06-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-06-15
"Aufklärungsgruppe",3,10,"","3","0","0","0","0","1","0","1","0","0","2",1942-06-15
"Aufklärungsgruppe",3,10,"","0","2","2","0","0","0","0","0","0","0","2",1942-06-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","1","0","0","1","0","0",1942-07-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","1","0","0","0","1","0",1942-07-15
"Aufklärungsgruppe",3,10,"","1","1","1","0","0","0","0","0","0","0","2",1942-07-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-07-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","0","0","0","0","0","2",1942-07-15
"Aufklärungsgruppe",3,10,"","2","2","2","0","0","0","0","0","0","0","4",1942-07-15
"Aufklärungsgruppe",3,10,"","2
        4","3","3","0","0","1","0","0","1","0","8",1942-08-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","1","0","0","1","0","1",1942-08-15
"Aufklärungsgruppe",3,10,"","2","0","0","0","0","1","1","0","0","0","1",1942-08-15
"Aufklärungsgruppe",3,10,"","8","3","3","0","0","4","2","1","0","1","7",1942-09-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","0","0","0","0","0","1**",1942-09-15
"Aufklärungsgruppe",3,10,"","1","0","0","0","0","1","1","0","0","0","0",1942-09-15
"Aufklärungsgruppe",3,10,"","7","4","3","1","0","5","2","2","0","1","6",1942-10-15
"Aufklärungsgruppe",3,10,"","1","2","0","2","0","1","1","0","0","0","2",1942-10-15
"Aufklärungsgruppe",3,10,"","0","1","0","1","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",3,10,"","6
        2
        1","1","0","1","0","2","0","0","1","1","8",1942-11-15
"Aufklärungsgruppe",3,10,"","8","0","0","0","0","8","2","0","3","3","0",1942-12-15
"Aufklärungsgruppe",3,10,"","0","6","0","6","0","0","0","0","0","0","6",1943-01-15
"Aufklärungsgruppe",3,10,"","6","0","0","0","0","6","0","0","0","6","0",1943-02-15
"Aufklärungsgruppe",3,10,"","-","0","0","0","0","0","0","0","0","0","-",1943-03-15
"Aufklärungsgruppe",3,10,"","-","0","0","0","0","0","0","0","0","0","-",1943-04-15
"Aufklärungsgruppe",3,10,"","-","0","0","0","0","0","0","0","0","0","-",1943-05-15
"Aufklärungsgruppe",4,10,"","3","6","6","0","0","0","0","0","0","0","9",1942-03-15
"Aufklärungsgruppe",4,10,"","9","2","0","0","2","2","0","0","0","2","9",1942-04-15
"Aufklärungsgruppe",4,10,"","9","1","0","0","1","2","0","1","1","0","8",1942-05-15
"Aufklärungsgruppe",4,10,"","0","3","0","0","3","0","0","0","0","0","3",1942-05-15
"Aufklärungsgruppe",4,10,"","8","2","0","0","2","2","0","2","0","0","8",1942-06-15
"Aufklärungsgruppe",4,10,"","3","0","0","0","0","0","0","0","0","0","3",1942-06-15
"Aufklärungsgruppe",4,10,"","8","3","3","0","0","5","2","3","0","0","6",1942-07-15
"Aufklärungsgruppe",4,10,"","3","1","0","0","1","2","0","1","1","0","2",1942-07-15
"Aufklärungsgruppe",4,10,"","1","0","0","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",4,10,"","2","1","0","1","0","0","0","0","0","0","3",1942-08-15
"Aufklärungsgruppe",4,10,"","3","1","1","0","0","1","1","0","0","0","3",1942-08-15
"Aufklärungsgruppe",4,10,"","2","1","0","1","0","1","0","0","1","0","2",1942-08-15
"Aufklärungsgruppe",4,10,"","3","0","0","0","0","1","0","0","1","0","2",1942-09-15
"Aufklärungsgruppe",4,10,"","3","3","3","0","0","2","2","0","0","0","4",1942-09-15
"Aufklärungsgruppe",4,10,"","1","0","0","0","0","1","1","0","0","0","0",1942-09-15
"Aufklärungsgruppe",4,10,"","2","0","0","0","0","1","0","1","0","0","1",1942-10-15
"Aufklärungsgruppe",4,10,"","4","0","0","0","0","0","0","0","0","0","4",1942-10-15
"Aufklärungsgruppe",4,10,"","0","1","0","0","1","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",4,10,"","3","0","0","0","0","3","0","0","3","0","0",1942-10-15
"Aufklärungsgruppe",4,10,"","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann",1942-11-15
"Aufklärungsgruppe",4,10,"","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann","See Aufkl.Gruppe
        Fleischmann",1942-12-15
"Aufklärungsgruppe",4,10,"","2","0","0","0","0","0","0","0","0","0","2",1943-01-15
"Aufklärungsgruppe",4,10,"","2","1","0","0","1","3","0","0","1","2","0",1943-02-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-03-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-04-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-05-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","1","0","1","0","0","8",1942-06-15
"Aufklärungsgruppe",1,11,"","8","0","0","0","0","2","1","0","0","1","6",1942-07-15
"Aufklärungsgruppe",1,11,"","5","2","2","0","0","4","4","0","0","0","3",1942-08-15
"Aufklärungsgruppe",1,11,"","1","5","5","0","0","3","0","0","1","2","3",1942-08-15
"Aufklärungsgruppe",1,11,"","0","1","1","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","1","1","0","0","0","2",1942-09-15
"Aufklärungsgruppe",1,11,"","3","3","3","0","0","2","2","0","0","0","4",1942-09-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",1,11,"","2","1","0","0","1","0","0","0","0","0","3",1942-10-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-10-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","2","0","0","2","0","1",1942-11-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-11-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",1,11,"","1","2","0","1","1","1","0","0","1","0","2",1942-12-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-12-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","1","0","0",1942-12-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1943-01-15
"Aufklärungsgruppe",1,11,"","4","1","0","1","0","0","0","0","0","0","5",1943-01-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1943-02-15
"Aufklärungsgruppe",1,11,"","5","1","1","0","0","1","0","1","0","0","5",1943-02-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","1","0","0","1","0","1",1943-03-15
"Aufklärungsgruppe",1,11,"","5","2","1","1","0","1","0","0","1","0","6",1943-03-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","1","0","0","0","0",1943-03-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","1","0","0",1943-04-15
"Aufklärungsgruppe",1,11,"","6","3","2","1","0","2","0","0","2","0","7",1943-04-15
"Aufklärungsgruppe",1,11,"","7","3","2","1","0","2","1","0","0","1","8",1943-05-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-05-15
"Aufklärungsgruppe",1,11,"","8","1","0","1","0","1","0","0","1","0","8",1943-06-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-06-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-06-15
"Aufklärungsgruppe",1,11,"","8","0","0","0","0","5","1","1","0","3","3",1943-07-15
"Aufklärungsgruppe",1,11,"","1","1","0","0","1","1","0","0","0","1","1",1943-07-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-07-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-08-15
"Aufklärungsgruppe",1,11,"","1","2","0","1","1","0","0","0","0","0","3",1943-08-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","0","1","0",1943-08-15
"Aufklärungsgruppe",1,11,"","3","2","1","1","0","2","1","0","1","0","3",1943-09-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-09-15
"Aufklärungsgruppe",1,11,"","3","4","0","3","1","1","0","0","1","0","6",1943-10-15
"Aufklärungsgruppe",1,11,"","3","1","0","1","0","1","0","0","1","0","3",1943-10-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","1","0","0","1","0","0",1943-10-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","0","0","1","0","5",1943-11-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-11-15
"Aufklärungsgruppe",1,11,"","5","1","0","1","0","0","0","0","0","0","6",1943-12-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-12-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","0","0","0","0","0","6",1944-01-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","1","0","0","1","0","2",1944-01-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","1","0","0","0","5",1944-02-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1944-02-15
"Aufklärungsgruppe",1,11,"","5","1","0","1","0","0","0","0","0","0","6",1944-03-15
"Aufklärungsgruppe",1,11,"","2","1","0","1","0","0","0","0","0","0","3",1944-03-15
"Aufklärungsgruppe",1,11,"","6","4","0","0","4","4","0","1","0","3","6",1944-04-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1944-04-15
"Aufklärungsgruppe",1,11,"","6","1","0","0","1","0","0","0","0","0","7",1944-05-15
"Aufklärungsgruppe",1,11,"","3","1","0","0","1","1","0","1","0","0","3",1944-05-15
"Aufklärungsgruppe",1,11,"","7","0","0","0","0","1","0","0","1","0","6",1944-06-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1944-06-15
"Aufklärungsgruppe",1,11,"","6","4","0","2","2","7","5","0","2","0","3",1944-07-15
"Aufklärungsgruppe",1,11,"","3","1","0","0","1","1","0","0","0","1","3",1944-07-15
"Aufklärungsgruppe",1,11,"","3","4","0","4","0","3","2","1","0","0","4",1944-08-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","3","1","2","0","0","0",1944-08-15
"Aufklärungsgruppe",1,11,"","4","5","0","5","0","3","1","2","0","0","6",1944-09-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1944-09-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","0","1","0","0","5",1944-10-15
"Aufklärungsgruppe",1,11,"","1","1","0","1","0","0","0","0","0","0","2",1944-10-15
"Aufklärungsgruppe",1,11,"","5","1","0","1","0","0","0","0","0","0","6",1944-11-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1944-11-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","0","1","0","0","5",1944-12-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1944-12-15
"Aufklärungsgruppe",2,11,"","7","2","2","0","0","5","5","0","0","0","4",1942-03-15
"Aufklärungsgruppe",2,11,"","7","8","8","0","0","5","3","2","0","0","10",1942-03-15
"Aufklärungsgruppe",2,11,"","12","1","1","0","0","6","6","0","0","0","7",1942-03-15
"Aufklärungsgruppe",2,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-04-15
"Aufklärungsgruppe",2,11,"","10","0","0","0","0","1","0","0","1","0","9",1942-04-15
"Aufklärungsgruppe",2,11,"","7","0","0","0","0","0","0","0","0","0","7",1942-04-15
"Aufklärungsgruppe",2,11,"","4","0","0","0","0","1","0","0","1","0","3",1942-05-15
"Aufklärungsgruppe",2,11,"","9","6","0","6","0","0","0","0","0","0","15",1942-05-15
"Aufklärungsgruppe",2,11,"","7","0","0","0","0","6","0","0","0","6","1",1942-05-15
"Aufklärungsgruppe",2,11,"","3","4","0","0","4","4","0","0","3","1","3",1942-06-15
"Aufklärungsgruppe",2,11,"","15","3","0","3","0","3","0","0","3","0","15",1942-06-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","0","0","0","1","0",1942-06-15
"Aufklärungsgruppe",2,11,"","3","0","0","0","0","3","0","0","0","3","0",1942-07-15
"Aufklärungsgruppe",2,11,"","15","0","0","0","0","2","2","0","0","0","13",1942-07-15
"Aufklärungsgruppe",2,11,"","6","0","0","0","0","2","1","1","0","0","4",1942-08-15
"Aufklärungsgruppe",2,11,"","7","0","0","0","0","0","0","0","0","0","7",1942-08-15
"Aufklärungsgruppe",2,11,"","4
        7","2","0","2","0","8","7","1","0","0","1
        4",1942-09-15
"Aufklärungsgruppe",2,11,"","1
        4","3","0","3","0","7","2","0","1","4","1",1942-10-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","0","0","0","1","0",1942-11-15
"Aufklärungsgruppe",2,11,"","0","3","3","0","0","0","0","0","0","0","3",1942-11-15
"Aufklärungsgruppe",2,11,"","3","5","5","0","0","4","0","0","0","4","4",1942-12-15
"Aufklärungsgruppe",2,11,"","4","6","6","0","0","0","0","0","0","0","10",1943-01-15
"Aufklärungsgruppe",2,11,"","10","0","0","0","0","5","5","0","0","0","5",1943-02-15
"Aufklärungsgruppe",2,11,"","0","3","3","0","0","0","0","0","0","0","3",1943-02-15
"Aufklärungsgruppe",2,11,"","5","4","4","0","0","3","3","0","0","0","6",1943-03-15
"Aufklärungsgruppe",2,11,"","3","3","3","0","0","3","3","0","0","0","3",1943-03-15
"Aufklärungsgruppe",2,11,"","3","0","0","0","0","1","1","0","0","0","2",1943-04-15
"Aufklärungsgruppe",2,11,"","6","3","3","0","0","4","2","1","1","0","5",1943-04-15
"Aufklärungsgruppe",2,11,"","2","0","0","0","0","2","0","0","0","2","0",1943-05-15
"Aufklärungsgruppe",2,11,"","5","7","6","1","0","3","0","0","3","0","9",1943-05-15
"Aufklärungsgruppe",2,11,"","9","9","6","3","0","8","0","2","6","0","10",1943-06-15
"Aufklärungsgruppe",2,11,"","10","6","6","0","0","7","3","3","1","0","9",1943-07-15
"Aufklärungsgruppe",2,11,"","9","4","3","1","0","6","1","1","4","0","7",1943-08-15
"Aufklärungsgruppe",2,11,"","7","5","2","3","0","4","0","2","2","0","8",1943-09-15
"Aufklärungsgruppe",2,11,"","0","1","1","0","0","0","0","0","0","0","1",1943-09-15
"Aufklärungsgruppe",2,11,"","8","3","2","1","0","3","2","1","0","0","8",1943-10-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-10-15
"Aufklärungsgruppe",2,11,"","8","2","1","1","0","2","0","1","0","1","8",1943-11-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","1","0","0","0","0",1943-11-15
"Aufklärungsgruppe",2,11,"","8","0","0","0","0","2","1","1","0","0","6",1943-12-15
"Aufklärungsgruppe",2,11,"","0","1","1","0","0","0","0","0","0","0","1",1943-12-15
"Aufklärungsgruppe",2,11,"","6","2","1","1","0","5","3","1","1","0","3",1944-01-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","0","1","0","0","0",1944-01-15
"Aufklärungsgruppe",2,11,"","3","8","5","0","3","0","0","0","0","0","11",1944-02-15
"Aufklärungsgruppe",2,11,"","11","1","1","0","0","5","3","2","0","0","7",1944-03-15
"Aufklärungsgruppe",2,11,"","7","4","4","0","0","3","2","1","0","0","8",1944-04-15
"Aufklärungsgruppe",2,11,"","8","3","3","0","0","2","0","1","0","1","9",1944-05-15
"Aufklärungsgruppe",2,11,"","0","1","1","0","0","0","0","0","0","0","1",1944-05-15
"Aufklärungsgruppe",2,11,"","9","3","3","0","0","4","3","1","0","0","8",1944-06-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","0","0","0","0","0","1",1944-06-15
"Aufklärungsgruppe",2,11,"","8","1","0","1","0","4","2","1","1","0","5",1944-07-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","0","1","0","0","0",1944-07-15
"Aufklärungsgruppe",2,11,"","5","4","3","1","0","1","1","0","0","0","8",1944-08-15
"Aufklärungsgruppe",2,11,"","0","1","1","0","0","0","0","0","0","0","1",1944-08-15
"Aufklärungsgruppe",2,11,"","8","4","0","2","2","2","1","0","1","0","10",1944-09-15
"Aufklärungsgruppe",2,11,"","1","0","0","0","0","1","0","0","0","1","0",1944-09-15
"Aufklärungsgruppe",2,11,"","10","0","0","0","0","10","1","1","0","8","0",1944-10-15
"Aufklärungsgruppe",2,11,"","0","4","0","0","4","2","0","0","2","0","2",1944-11-15
"Aufklärungsgruppe",2,11,"","0","3","0","0","3","0","0","0","0","0","3",1944-11-15
"Aufklärungsgruppe",2,11,"","2","2","0","2","0","2","0","2","0","0","3",1944-12-15
"Aufklärungsgruppe",2,11,"","3","0","0","0","0","1","0","1","0","0","1",1944-12-15
"Aufklärungsgruppe",3,11,"","3","1","0","1","0","2","1","0","1","0","2",1942-03-15
"Aufklärungsgruppe",3,11,"","4","1","1","0","0","0","0","0","0","0","5",1942-03-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-04-15
"Aufklärungsgruppe",3,11,"","5","1","1","0","0","0","0","0","0","0","6",1942-04-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",3,11,"","6","1","1","0","0","1","0","1","0","0","6",1942-05-15
"Aufklärungsgruppe",3,11,"","0","2","2","0","0","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",3,11,"","2","1","0","1","0","0","0","0","0","0","3",1942-06-15
"Aufklärungsgruppe",3,11,"","6","0","0","0","0","1","0","1","0","0","5",1942-06-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-06-15
"Aufklärungsgruppe",3,11,"","3
        5
        2","0","0","0","0","4","2","2","0","0","3
        2
        1",1942-07-15
"Aufklärungsgruppe",3,11,"","0","2","0","2","0","0","0","0","0","0","2",1942-08-15
"Aufklärungsgruppe",3,11,"","3","0","0","0","0","0","0","0","0","0","3",1942-08-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",3,11,"","2","1","0","0","1","0","0","0","0","0","3",1942-08-15
"Aufklärungsgruppe",3,11,"","0","1","1","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-09-15
"Aufklärungsgruppe",3,11,"","3","0","0","0","0","0","0","0","0","0","3",1942-09-15
